,date,close
0,2022-10-05,166.12
1,2022-09-30,161.8
2,2022-08-31,168.58
3,2022-07-29,177.32
4,2022-06-30,182.12
5,2022-05-31,195.02
6,2022-04-29,216.2
7,2022-03-31,216.55
8,2022-02-28,203.3
9,2022-01-31,227.35
10,2021-12-30,207.65
11,2021-11-30,192.44
12,2021-10-29,201.15
13,2021-09-30,194.84
14,2021-08-31,198.98
15,2021-07-30,210.0
16,2021-06-30,210.3
17,2021-05-31,215.45
18,2021-04-30,216.4
19,2021-03-31,217.05
20,2021-02-26,199.8
21,2021-01-29,186.52
22,2020-12-30,200.7
23,2020-11-30,197.66
24,2020-10-30,151.06
25,2020-09-30,163.62
26,2020-08-31,181.52
27,2020-07-31,176.22
28,2020-06-30,181.76
29,2020-05-29,162.82
30,2020-04-30,168.88
31,2020-03-31,156.88
32,2020-02-28,194.8
33,2020-01-31,215.85
34,2019-12-30,218.4
35,2019-11-29,217.35
36,2019-10-31,219.0
37,2019-09-30,213.85
38,2019-08-30,200.5
39,2019-07-31,210.4
40,2019-06-28,212.0
41,2019-05-31,198.86
42,2019-04-30,214.8
43,2019-03-29,198.28
44,2019-02-28,195.6
45,2019-01-31,184.92
46,2018-12-28,175.14
47,2018-11-30,186.5
48,2018-10-31,184.44
49,2018-09-28,192.0
50,2018-08-31,183.64
51,2018-07-31,189.14
52,2018-06-29,177.02
53,2018-05-31,176.38
54,2018-04-30,196.46
55,2018-03-29,183.4
56,2018-02-28,192.02
57,2018-01-31,203.5
58,2017-12-29,191.5
59,2017-11-30,198.15
60,2017-10-30,199.35
61,2017-09-29,189.95
62,2017-08-31,179.75
63,2017-07-31,180.0
64,2017-06-30,172.4
65,2017-05-31,170.9
66,2017-04-28,174.8
67,2017-03-31,173.65
68,2017-02-28,164.2
69,2017-01-31,156.8
70,2016-12-30,157.0
71,2016-11-30,149.8
72,2016-10-31,142.0
73,2016-09-30,132.1
74,2016-08-31,133.55
75,2016-07-29,128.3
76,2016-06-30,127.8
77,2016-05-31,146.7
78,2016-04-29,148.25
79,2016-03-31,142.95
80,2016-02-29,137.25
81,2016-01-29,148.65
82,2015-12-30,163.55
83,2015-11-30,167.65
84,2015-10-30,159.35
85,2015-09-30,140.25
86,2015-08-31,142.25
87,2015-07-31,149.1
88,2015-06-30,139.7
89,2015-05-29,142.75
90,2015-04-30,152.6
91,2015-03-31,161.85
92,2015-02-27,149.6
93,2015-01-30,146.4
94,2014-12-30,137.35
95,2014-11-28,138.45
96,2014-10-31,126.7
97,2014-09-30,128.35
98,2014-08-29,129.8
99,2014-07-31,124.9
100,2014-06-30,121.7
101,2014-05-30,124.4
102,2014-04-30,124.85
103,2014-03-31,122.7
104,2014-02-28,129.7
105,2014-01-31,123.8
106,2013-12-30,130.35
107,2013-11-29,127.85
108,2013-10-31,123.9
109,2013-09-30,116.2
110,2013-08-30,108.4
111,2013-07-31,117.2
112,2013-06-28,112.25
113,2013-05-31,119.75
114,2013-04-30,112.05
115,2013-03-28,105.95
116,2013-02-28,104.7
117,2013-01-31,105.35
118,2012-12-28,104.8
119,2012-11-30,99.95
120,2012-10-31,95.66
121,2012-09-28,92.59
122,2012-08-31,87.27
123,2012-07-31,81.09
124,2012-06-29,79.11
125,2012-05-31,73.11
126,2012-04-30,84.18
127,2012-03-30,89.47
128,2012-02-29,91.03
129,2012-01-31,84.06
130,2011-12-30,73.91
131,2011-11-30,76.98
132,2011-10-31,81.21
133,2011-09-30,70.86
134,2011-08-31,71.73
135,2011-07-29,91.06
136,2011-06-30,96.33
137,2011-05-31,96.18
138,2011-04-29,106.3
139,2011-03-31,99.03
140,2011-02-28,104.4
141,2011-01-31,101.45
142,2010-12-30,88.93
143,2010-11-30,84.5
144,2010-10-29,90.04
145,2010-09-30,82.9
146,2010-08-31,80.94
147,2010-07-30,89.1
148,2010-06-30,81.85
149,2010-05-31,81.38
150,2010-04-30,86.52
151,2010-03-31,92.83
152,2010-02-26,84.8
153,2010-01-29,80.42
154,2009-12-30,87.15
155,2009-11-30,81.82
156,2009-10-30,78.04
157,2009-09-30,85.37
158,2009-08-31,80.62
159,2009-07-31,69.2
160,2009-06-30,65.63
161,2009-05-29,69.4
162,2009-04-30,69.74
163,2009-03-31,63.26
164,2009-02-27,53.63
165,2009-01-30,66.1
166,2008-12-30,75.0
167,2008-11-28,65.21
168,2008-10-31,58.02
169,2008-09-30,96.28
170,2008-08-29,114.1
171,2008-07-31,109.32
172,2008-06-30,111.9
173,2008-05-30,121.69
174,2008-04-30,130.93
175,2008-03-31,125.48
176,2008-02-29,117.5
177,2008-01-31,119.46
178,2007-12-28,147.95
179,2007-11-30,141.0
180,2007-10-31,155.22
181,2007-09-28,163.85
182,2007-08-31,157.32
183,2007-07-31,156.39
184,2007-06-29,173.59
185,2007-05-31,165.0
186,2007-04-30,166.7
187,2007-03-30,153.71
188,2007-02-28,162.78
189,2007-01-31,153.0
190,2006-12-29,154.76
191,2006-11-30,146.95
192,2006-10-31,145.42
193,2006-09-29,136.48
194,2006-08-31,132.37
195,2006-07-31,122.98
196,2006-06-30,123.52
197,2006-05-31,121.4
198,2006-04-28,132.7
199,2006-03-31,137.78
200,2006-02-28,135.4
201,2006-01-31,132.65
202,2005-12-30,127.94
203,2005-11-30,123.49
204,2005-10-31,117.83
205,2005-09-30,112.34
206,2005-08-31,104.9
207,2005-07-29,104.82
208,2005-06-30,94.97
209,2005-05-31,95.74
210,2005-04-29,92.24
211,2005-03-31,97.95
212,2005-02-28,95.62
